产品编号,图片序号,图片类型,CDN_URL,文件名,是否主图,品牌标签,检测方法,置信度,处理时间
803451 RENE WS05ER,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803451%20RENE%20WS05ER_2.jpg,803451%20RENE%20WS05ER_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803451 RENE WS05ER,11,附图10,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803451%20RENE%20WS05ER_3.jpg,803451%20RENE%20WS05ER_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_4.jpg,803493%20ALEXA%20WS05SA_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_5.jpg,803493%20ALEXA%20WS05SA_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_6.jpg,803493%20ALEXA%20WS05SA_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_7.jpg,803493%20ALEXA%20WS05SA_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_8.jpg,803493%20ALEXA%20WS05SA_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_9.jpg,803493%20ALEXA%20WS05SA_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_10.jpg,803493%20ALEXA%20WS05SA_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_11.jpg,803493%20ALEXA%20WS05SA_11.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_12.jpg,803493%20ALEXA%20WS05SA_12.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_13.jpg,803493%20ALEXA%20WS05SA_13.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,11,附图10,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_14.jpg,803493%20ALEXA%20WS05SA_14.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,12,附图11,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_15.jpg,803493%20ALEXA%20WS05SA_15.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,13,附图12,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_16.jpg,803493%20ALEXA%20WS05SA_16.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,14,附图13,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_17.jpg,803493%20ALEXA%20WS05SA_17.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,15,附图14,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_18.jpg,803493%20ALEXA%20WS05SA_18.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,16,附图15,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_19.jpg,803493%20ALEXA%20WS05SA_19.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,17,附图16,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_20.jpg,803493%20ALEXA%20WS05SA_20.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,18,附图17,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_21.jpg,803493%20ALEXA%20WS05SA_21.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,19,附图18,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_2.jpg,803493%20ALEXA%20WS05SA_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
803493 ALEXA WS05SA,20,附图19,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_3.jpg,803493%20ALEXA%20WS05SA_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923451 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_4.jpg,923451%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923451 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_5.jpg,923451%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923451 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_6.jpg,923451%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923451 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_7.jpg,923451%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923451 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_2.jpg,923451%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923451 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_3.jpg,923451%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923452 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_4.jpg,923452%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923452 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_5.jpg,923452%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923452 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_6.jpg,923452%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923452 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_7.jpg,923452%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923452 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_8.jpg,923452%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923452 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_2.jpg,923452%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923452 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_3.jpg,923452%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923453 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_4.jpg,923453%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923453 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_5.jpg,923453%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923453 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_6.jpg,923453%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923453 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_7.jpg,923453%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923453 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_2.jpg,923453%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923453 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_3.jpg,923453%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923454 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_4.jpg,923454%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923454 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_5.jpg,923454%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923454 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_6.jpg,923454%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923454 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_7.jpg,923454%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923454 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_8.jpg,923454%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923454 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_2.jpg,923454%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923454 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_3.jpg,923454%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923455 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_4.jpg,923455%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923455 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_5.jpg,923455%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923455 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_6.jpg,923455%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923455 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_7.jpg,923455%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923455 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_2.jpg,923455%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923455 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_3.jpg,923455%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923456 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_4.jpg,923456%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923456 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_5.jpg,923456%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923456 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_6.jpg,923456%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923456 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_7.jpg,923456%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923456 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_2.jpg,923456%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923456 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_3.jpg,923456%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923457 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_4.jpg,923457%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923457 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_5.jpg,923457%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923457 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_6.jpg,923457%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923457 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_7.jpg,923457%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923457 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_8.jpg,923457%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923457 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_2.jpg,923457%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923457 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_3.jpg,923457%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_4.jpg,923458%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_5.jpg,923458%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_6.jpg,923458%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_7.jpg,923458%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_8.jpg,923458%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_9.jpg,923458%20GUCCI%20WA05LU_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_10.jpg,923458%20GUCCI%20WA05LU_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_11.jpg,923458%20GUCCI%20WA05LU_11.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_12.jpg,923458%20GUCCI%20WA05LU_12.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_13.jpg,923458%20GUCCI%20WA05LU_13.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,11,附图10,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_14.jpg,923458%20GUCCI%20WA05LU_14.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,12,附图11,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_2.jpg,923458%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923458 GUCCI WA05LU,13,附图12,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_3.jpg,923458%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923459 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_4.jpg,923459%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923459 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_5.jpg,923459%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923459 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_6.jpg,923459%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923459 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_7.jpg,923459%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923459 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_2.jpg,923459%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923459 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_3.jpg,923459%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923460 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_4.jpg,923460%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923460 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_5.jpg,923460%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923460 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_6.jpg,923460%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923460 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_7.jpg,923460%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923460 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_8.jpg,923460%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923460 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_2.jpg,923460%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923460 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_3.jpg,923460%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923461 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_4.jpg,923461%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923461 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_5.jpg,923461%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923461 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_6.jpg,923461%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923461 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_2.jpg,923461%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923461 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_3.jpg,923461%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923478 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_4.jpg,923478%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923478 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_5.jpg,923478%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923478 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_6.jpg,923478%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923478 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_7.jpg,923478%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923478 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_2.jpg,923478%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923478 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_3.jpg,923478%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923479 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_4.jpg,923479%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923479 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_5.jpg,923479%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923479 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_6.jpg,923479%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923479 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_7.jpg,923479%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
